state,district,category,table,old_path,new_path,old_filename,new_filename,page_count,sha256
Andhra Pradesh,Adilabad,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Adilabad_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Adilabad_civic_1971.pdf,1971_Adilabad_civic_amenities.pdf,Adilabad_civic_1971.pdf,1,9a8b0414c88ebdaf104479674400919c7cb5ade4d1f88fb6ba3c10a7fda951eb
Andhra Pradesh,Anantapur,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Anantapur_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Anantapur_civic_1971.pdf,1971_Anantapur_civic_amenities.pdf,Anantapur_civic_1971.pdf,1,fabd2e7273c61ed0f8775049599655180b65e0460e1524263da9bb4530eb8ce4
Andhra Pradesh,Chittoor,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Chittoor_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Chittoor_civic_1971.pdf,1971_Chittoor_civic_amenities.pdf,Chittoor_civic_1971.pdf,1,ff26e4f924ab6745379e3a4d3aac17ad48e63519a0baa8b24a56507edb4c0b44
Andhra Pradesh,Cuddapah,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Cuddapah_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Cuddapah_civic_1971.pdf,1971_Cuddapah_civic_amenities.pdf,Cuddapah_civic_1971.pdf,1,a139fe75a6c81dd858dd54d3a285bd6b19438d36cbcf11c050211aec63022bad
Andhra Pradesh,East Godavari,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_East Godavari_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/East Godavari_civic_1971.pdf,1971_East Godavari_civic_amenities.pdf,East Godavari_civic_1971.pdf,1,ac8c906ad37d470f9e8329560d11b27168312409ab7e4bafdc0760a29544b83a
Andhra Pradesh,Guntur,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Guntur_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Guntur_civic_1971.pdf,1971_Guntur_civic_amenities.pdf,Guntur_civic_1971.pdf,1,726e837d105d2a8cf7f689ecb3263e0da4463d35afd5f451cf15c5cb659dee19
Andhra Pradesh,Hyderabad,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Hyderabad_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Hyderabad_civic_1971.pdf,1971_Hyderabad_civic_amenities.pdf,Hyderabad_civic_1971.pdf,2,6a20654cd73cd7383a8977c956eba76f9f462767d6139b684e81f5d791ff100b
Andhra Pradesh,Karimnagar,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Karimnagar_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Karimnagar_civic_1971.pdf,1971_Karimnagar_civic_amenities.pdf,Karimnagar_civic_1971.pdf,1,5881de856610e04ca82876d5b53d6ccd006119c8fcda14ebe91eee0165d77b4b
Andhra Pradesh,Khammam,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Khammam_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Khammam_civic_1971.pdf,1971_Khammam_civic_amenities.pdf,Khammam_civic_1971.pdf,1,35d79db01f521a6f07e569790e0df5beba61d83dacfbca7d5231ec1a6aca6974
Andhra Pradesh,Krishna,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Krishna_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Krishna_civic_1971.pdf,1971_Krishna_civic_amenities.pdf,Krishna_civic_1971.pdf,1,d50f339592fa73b95217f78256c4f3e61f900e69b015f71dd4976b2c6dc2a83e
Andhra Pradesh,Kurnool,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Kurnool_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Kurnool_civic_1971.pdf,1971_Kurnool_civic_amenities.pdf,Kurnool_civic_1971.pdf,1,efc91301c459103972e119dd7e6bf6542f559b47bfb46559d14ad45bb269b660
Andhra Pradesh,Mahbubnagar,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Mahbubnagar_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Mahbubnagar_civic_1971.pdf,1971_Mahbubnagar_civic_amenities.pdf,Mahbubnagar_civic_1971.pdf,1,999945f859831e085c547a6eb6da1006dee37330e1fe2cab80a79ab8356eb277
Andhra Pradesh,Medak,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Medak_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Medak_civic_1971.pdf,1971_Medak_civic_amenities.pdf,Medak_civic_1971.pdf,1,830b377eb655c073fecc4010f275a43fae5196d4e124abc66eed88198c030cb0
Andhra Pradesh,Nalgonda,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nalgonda_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Nalgonda_civic_1971.pdf,1971_Nalgonda_civic_amenities.pdf,Nalgonda_civic_1971.pdf,1,c7da99f7c1843e9f98d866d790b4e05aa4e1ecbac6b21c89af91ea53ae84eb1d
Andhra Pradesh,Nellore,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nellore_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Nellore_civic_1971.pdf,1971_Nellore_civic_amenities.pdf,Nellore_civic_1971.pdf,1,f9c118cd9cff7de025ccf907e85f973a694379d32738c41a172541c8056c7a0a
Andhra Pradesh,Nizamabad,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nizamabad_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Nizamabad_civic_1971.pdf,1971_Nizamabad_civic_amenities.pdf,Nizamabad_civic_1971.pdf,1,accdf7574456ee25e7be02a8f91e529c9452b61fe77bea973e406bd7d91e66bd
Andhra Pradesh,Ongole (Prakasam),civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Ongole (Prakasam)_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Ongole (Prakasam)_civic_1971.pdf,1971_Ongole (Prakasam)_civic_amenities.pdf,Ongole (Prakasam)_civic_1971.pdf,1,9c260cc7e5e2972f47423956b535a18173b8f300d7896c92c318167587ddf6f7
Andhra Pradesh,Srikakulam,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Srikakulam_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Srikakulam_civic_1971.pdf,1971_Srikakulam_civic_amenities.pdf,Srikakulam_civic_1971.pdf,1,a94f202de13cf8ee0f5b4760dac7f13c047e3fa65598bb017441aebfd459295c
Andhra Pradesh,Visakhapatnam,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Visakhapatnam_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Visakhapatnam_civic_1971.pdf,1971_Visakhapatnam_civic_amenities.pdf,Visakhapatnam_civic_1971.pdf,1,77da2e1628cba47909001a0c6ce77fdafce59e7330a3c78caefffe7e1b48c724
Andhra Pradesh,Warangal,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Warangal_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/Warangal_civic_1971.pdf,1971_Warangal_civic_amenities.pdf,Warangal_civic_1971.pdf,1,84929cc480dfe68077231a4481897b19afef3ebebf3a0e1f3b6ae2a170659455
Andhra Pradesh,West Godavari,civic amenities,civic_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_West Godavari_civic_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/civic amenities/West Godavari_civic_1971.pdf,1971_West Godavari_civic_amenities.pdf,West Godavari_civic_1971.pdf,1,f4a04db4935b461004b49630e27f9cbaeb86cb7c66d223e2fed8e4a913e811bd
Andhra Pradesh,Adilabad,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Adilabad_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Adilabad_mededu_1971.pdf,1971_Adilabad_medical_educational_amenities.pdf,Adilabad_mededu_1971.pdf,1,5e92596d127820d65d6ca92ffca766c4a5d980df9bdfc2fd79ec279e431e643f
Andhra Pradesh,Anantapur,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Anantapur_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Anantapur_mededu_1971.pdf,1971_Anantapur_medical_educational_amenities.pdf,Anantapur_mededu_1971.pdf,1,c92bffb8deaec7c02194c79c5667f8e2a84015583d6a8f26bdd893a6a79d899e
Andhra Pradesh,Chittoor,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Chittoor_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Chittoor_mededu_1971.pdf,1971_Chittoor_medical_educational_amenities.pdf,Chittoor_mededu_1971.pdf,1,8edd2664a3c18ce986fbac1fa3f32936593abc5127e05961762c59cbb0a5c803
Andhra Pradesh,Cuddapah,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Cuddapah_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Cuddapah_mededu_1971.pdf,1971_Cuddapah_medical_educational_amenities.pdf,Cuddapah_mededu_1971.pdf,1,c705c4386eca8f991c4c6161f29b94ceeed915210b60574a7fae52ed9a2594fa
Andhra Pradesh,East Godavari,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_East Godavari_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/East Godavari_mededu_1971.pdf,1971_East Godavari_medical_educational_amenities.pdf,East Godavari_mededu_1971.pdf,2,0009f69bf2ea059be0f10543af718b9ab1c163128525172f81dc88e9df5764e7
Andhra Pradesh,Guntur,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Guntur_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Guntur_mededu_1971.pdf,1971_Guntur_medical_educational_amenities.pdf,Guntur_mededu_1971.pdf,2,c90b85c530ad006040d0f7393a7166961556b46fb1674be7dc4be1b02e5c1039
Andhra Pradesh,Hyderabad,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Hyderabad_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Hyderabad_mededu_1971.pdf,1971_Hyderabad_medical_educational_amenities.pdf,Hyderabad_mededu_1971.pdf,2,726c0e2239f222011c823d16cab2cb3460dec41a34ca904f48d010092a98f370
Andhra Pradesh,Karimnagar,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Karimnagar_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Karimnagar_mededu_1971.pdf,1971_Karimnagar_medical_educational_amenities.pdf,Karimnagar_mededu_1971.pdf,1,d63fe20ecfb11ad43671940bfd23e5376ca8b0d02f2e00754fe0d65ac215f15e
Andhra Pradesh,Khammam,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Khammam_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Khammam_mededu_1971.pdf,1971_Khammam_medical_educational_amenities.pdf,Khammam_mededu_1971.pdf,1,30907f2f603763c494c13229e7b56129cd10ba7909d6cb156006cf0f60f30228
Andhra Pradesh,Krishna,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Krishna_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Krishna_mededu_1971.pdf,1971_Krishna_medical_educational_amenities.pdf,Krishna_mededu_1971.pdf,2,678827763f9e1d1411a761ecb02c365df4316f27329d69c1bf3f0591c052e883
Andhra Pradesh,Kurnool,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Kurnool_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Kurnool_mededu_1971.pdf,1971_Kurnool_medical_educational_amenities.pdf,Kurnool_mededu_1971.pdf,1,d3f563dc7e04cf6e306581182a0efc4e93824f12aef520aec2512a5980c15a76
Andhra Pradesh,Mahbubnagar,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Mahbubnagar_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Mahbubnagar_mededu_1971.pdf,1971_Mahbubnagar_medical_educational_amenities.pdf,Mahbubnagar_mededu_1971.pdf,1,aef32381cf625adf6e789925205643f9f770960824d5327a0386b07a1e8f745f
Andhra Pradesh,Medak,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Medak_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Medak_mededu_1971.pdf,1971_Medak_medical_educational_amenities.pdf,Medak_mededu_1971.pdf,1,de39d2a61f30a232ee54ac9690a4bf4e38916c5e010b5ccaff7ccba208a3d80f
Andhra Pradesh,Nalgonda,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nalgonda_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Nalgonda_mededu_1971.pdf,1971_Nalgonda_medical_educational_amenities.pdf,Nalgonda_mededu_1971.pdf,1,c2f9e85f3cca74e5845dc63867658e76c521d4cf200e3b7e34587cc32c2bcb39
Andhra Pradesh,Nellore,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nellore_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Nellore_mededu_1971.pdf,1971_Nellore_medical_educational_amenities.pdf,Nellore_mededu_1971.pdf,1,66c8842c6140d5d99af48442078b51faa71d11414ad5116e22e0373bf4e6ef69
Andhra Pradesh,Nizamabad,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Nizamabad_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Nizamabad_mededu_1971.pdf,1971_Nizamabad_medical_educational_amenities.pdf,Nizamabad_mededu_1971.pdf,1,30966b0f36ed9cea9e05662a7258406a5032ce471f856ebfa01a595e774959cc
Andhra Pradesh,Ongole (Prakasam),mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Ongole (Prakasam)_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Ongole (Prakasam)_mededu_1971.pdf,1971_Ongole (Prakasam)_medical_educational_amenities.pdf,Ongole (Prakasam)_mededu_1971.pdf,1,2ed1c225b02c01bbea9abe0ba493edd090a6032d7b19cfb743b51e270d7353cb
Andhra Pradesh,Srikakulam,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Srikakulam_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Srikakulam_mededu_1971.pdf,1971_Srikakulam_medical_educational_amenities.pdf,Srikakulam_mededu_1971.pdf,1,306191726892fa05b4c1c2e681e2bcd7d7c8cf3c06d774cf09070828433efde3
Andhra Pradesh,Visakhapatnam,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Visakhapatnam_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Visakhapatnam_mededu_1971.pdf,1971_Visakhapatnam_medical_educational_amenities.pdf,Visakhapatnam_mededu_1971.pdf,2,8fc41dde9a5a9942f6bdf1e9bd54b97eb2524a85d69694a7d83b08821017a5a6
Andhra Pradesh,Warangal,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_Warangal_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/Warangal_mededu_1971.pdf,1971_Warangal_medical_educational_amenities.pdf,Warangal_mededu_1971.pdf,1,d0afe71731266e20485291f61d1f49cdb27cc8aaaf8ea1ce18466b6dd7569169
Andhra Pradesh,West Godavari,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Andra Pradesh/1971_West Godavari_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Andhra Pradesh/mededu/West Godavari_mededu_1971.pdf,1971_West Godavari_medical_educational_amenities.pdf,West Godavari_mededu_1971.pdf,1,b493b45993404078597a33d81f07de59775b094d0183206b587db9f0fa24f401
Andhra Pradesh,Adilabad,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Adilabad_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Adilabad_tehsil_1971.pdf,1971_Adilabad_tehsil_appendix.pdf,Adilabad_tehsil_1971.pdf,2,18cab7ba444106f96cb314abb9f7d18fb85863fdd19105994884201c356a9097
Andhra Pradesh,Anantapur,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Anantapur_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Anantapur_tehsil_1971.pdf,1971_Anantapur_tehsil_appendix.pdf,Anantapur_tehsil_1971.pdf,2,a2e731030b2e2bc629593db93b92f7bf364870f3c4ef793b37d496b5488245ce
Andhra Pradesh,Chittoor,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Chittoor_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Chittoor_tehsil_1971.pdf,1971_Chittoor_tehsil_appendix.pdf,Chittoor_tehsil_1971.pdf,2,36f4f40ff9be9f5ca03ae19ee08f07537b553d6de2dc0ab57f305a4fe88ac153
Andhra Pradesh,Cuddapah,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Cuddapah_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Cuddapah_tehsil_1971.pdf,1971_Cuddapah_tehsil_appendix.pdf,Cuddapah_tehsil_1971.pdf,2,46e7f8b0a493ff15e9c38ea54dd956f84e29fb4dc8dc5544b1790819403652da
Andhra Pradesh,East Godavari,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_East Godavari_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/East Godavari_tehsil_1971.pdf,1971_East Godavari_tehsil_appendix.pdf,East Godavari_tehsil_1971.pdf,2,0e2463745791ef6ade5c5f920663ded5a653b587295c29f3d87967adf8d94d97
Andhra Pradesh,Guntur,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Guntur_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Guntur_tehsil_1971.pdf,1971_Guntur_tehsil_appendix.pdf,Guntur_tehsil_1971.pdf,2,2083acd7fc60299a79831ad0473b3b059e0e913dd2339721ade438251dc0584c
Andhra Pradesh,Hyderabad,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Hyderabad_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Hyderabad_tehsil_1971.pdf,1971_Hyderabad_tehsil_appendix.pdf,Hyderabad_tehsil_1971.pdf,2,4adc794381814bd86f95dc9642355d801b47430e631c4d52357a48de4724996d
Andhra Pradesh,Karimnagar,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Karimnagar_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Karimnagar_tehsil_1971.pdf,1971_Karimnagar_tehsil_appendix.pdf,Karimnagar_tehsil_1971.pdf,2,580a052f6bf8ee675c94f0d04424c19203506d8673ad054e6a3021e3e929be37
Andhra Pradesh,Khammam,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Khammam_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Khammam_tehsil_1971.pdf,1971_Khammam_tehsil_appendix.pdf,Khammam_tehsil_1971.pdf,2,aa628460819df6c6f484cfdd5586b330454937c6e6fc43d75c19cca7fe094037
Andhra Pradesh,Krishna,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Krishna_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Krishna_tehsil_1971.pdf,1971_Krishna_tehsil_appendix.pdf,Krishna_tehsil_1971.pdf,2,dc39ecf3e2a6d26c202ee4bb86d59060243387cb5f26d4d5bd3a7fe1878b7cc4
Andhra Pradesh,Kurnool,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Kurnool_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Kurnool_tehsil_1971.pdf,1971_Kurnool_tehsil_appendix.pdf,Kurnool_tehsil_1971.pdf,2,1a82459d9ee44f2b62c69da679ab226edfaa53500bcc6be599fee788a7669742
Andhra Pradesh,Mahbubnagar,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Mahbubnagar_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Mahbubnagar_tehsil_1971.pdf,1971_Mahbubnagar_tehsil_appendix.pdf,Mahbubnagar_tehsil_1971.pdf,2,1b66769af35dde9e46364b7c95c62ca6e063d4c8c0a1e89dd3d6dd4247141399
Andhra Pradesh,Medak,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Medak_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Medak_tehsil_1971.pdf,1971_Medak_tehsil_appendix.pdf,Medak_tehsil_1971.pdf,2,d1f668b8e2eded71fb2e8f919713d1df6b7584801148000abbe926caa5750122
Andhra Pradesh,Nalgonda,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Nalgonda_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Nalgonda_tehsil_1971.pdf,1971_Nalgonda_tehsil_appendix.pdf,Nalgonda_tehsil_1971.pdf,2,3952e8edd4085e092cce6dde8162e6705cdf88553767338b5b7d1b7a0adbaa1b
Andhra Pradesh,Nellore,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Nellore_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Nellore_tehsil_1971.pdf,1971_Nellore_tehsil_appendix.pdf,Nellore_tehsil_1971.pdf,2,79d0136183ae66297097afbc84fcac9bb71d4afa0cce551dbdaf2ada935e61e1
Andhra Pradesh,Nizamabad,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Nizamabad_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Nizamabad_tehsil_1971.pdf,1971_Nizamabad_tehsil_appendix.pdf,Nizamabad_tehsil_1971.pdf,4,1186f25efaf2b6a876624da3644d45077ccc392a3dd577e44e2811250b124191
Andhra Pradesh,Ongole (Prakasam),tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Ongole (Prakasam)_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Ongole (Prakasam)_tehsil_1971.pdf,1971_Ongole (Prakasam)_tehsil_appendix.pdf,Ongole (Prakasam)_tehsil_1971.pdf,2,a278aa27b069c8514fdbd6f2e7abb13ffbf49eae6f084b8f6b1dd4718a47c376
Andhra Pradesh,Srikakulam,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Srikakulam_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Srikakulam_tehsil_1971.pdf,1971_Srikakulam_tehsil_appendix.pdf,Srikakulam_tehsil_1971.pdf,4,79aeee20319e2f1894603e550527c3dbeeba3fddf5b842abfd9e7fb3ae085e9a
Andhra Pradesh,Visakhapatnam,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Visakhapatnam_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Visakhapatnam_tehsil_1971.pdf,1971_Visakhapatnam_tehsil_appendix.pdf,Visakhapatnam_tehsil_1971.pdf,4,81a3e0b5d4694cb9c9c95191455e41d2add6526df5f37853376f30e56253d159
Andhra Pradesh,Warangal,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_Warangal_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/Warangal_tehsil_1971.pdf,1971_Warangal_tehsil_appendix.pdf,Warangal_tehsil_1971.pdf,2,15c95936ed76613e4798e58f71953379d49d82e160ee0fa22382a80b2fb26fe6
Andhra Pradesh,West Godavari,tehsil appendix,tehsil_appendix,output/pdf/1971_trimmed/Andra Pradesh/1971_West Godavari_tehsil_appendix.pdf,output/pdf/1971_trimmed/Andhra Pradesh/tehsil appendix/West Godavari_tehsil_1971.pdf,1971_West Godavari_tehsil_appendix.pdf,West Godavari_tehsil_1971.pdf,4,c00fe8bf360ab5b7253e87d5b24f2755a02549bf30b009dfaf5976319609de88
Arunachal Pradesh,Kameng,civic amenities,civic_amenities,output/pdf/1971_trimmed/Arunachal Pradesh/1971_Kameng_civic_amenities.pdf,output/pdf/1971_trimmed/Arunachal Pradesh/civic amenities/Kameng_civic_1971.pdf,1971_Kameng_civic_amenities.pdf,Kameng_civic_1971.pdf,1,419936e65542fe02b2e16b3bb2829cd4bcf0e85e7696a065f1c9c21e78b72625
Arunachal Pradesh,Lohit,civic amenities,civic_amenities,output/pdf/1971_trimmed/Arunachal Pradesh/1971_Lohit_civic_amenities.pdf,output/pdf/1971_trimmed/Arunachal Pradesh/civic amenities/Lohit_civic_1971.pdf,1971_Lohit_civic_amenities.pdf,Lohit_civic_1971.pdf,1,917e64d5933affdeaa00ff780fe62351434765a4a14a743ee0ac48354c5887c0
Arunachal Pradesh,Siang,civic amenities,civic_amenities,output/pdf/1971_trimmed/Arunachal Pradesh/1971_Siang_civic_amenities.pdf,output/pdf/1971_trimmed/Arunachal Pradesh/civic amenities/Siang_civic_1971.pdf,1971_Siang_civic_amenities.pdf,Siang_civic_1971.pdf,1,ab7e69e32b66ed0fca2478a4fdf313c3e9de4386591b46046665fdcd18f2b170
Arunachal Pradesh,Kameng,mededu,medical_educational_amenities,output/pdf/1971_trimmed/Arunachal Pradesh/1971_Kameng_medical_educational_amenities.pdf,output/pdf/1971_trimmed/Arunachal Pradesh/mededu/Kameng_mededu_1971.pdf,1971_Kameng_medical_educational_amenities.pdf,Kameng_mededu_1971.pdf,1,419936e65542fe02b2e16b3bb2829cd4bcf0e85e7696a065f1c9c21e78b72625
