state,source_state_folder,district,source,table,table_label,status,source_pages,output,output_page_count,geometry_ok,reason
Jammu & Kashmir,Jammu & Kashmir,Baramula,1971\Jammu & Kashmir\1971 Baramula.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,38,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Baramula_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Baramula,1971\Jammu & Kashmir\1971 Baramula.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"44,45,46",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Baramula_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Doda,1971\Jammu & Kashmir\1971 Doda.pdf,civic_amenities,Civic Amenities,Trimmed,44,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Doda_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Doda,1971\Jammu & Kashmir\1971 Doda.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,45,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Doda_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Doda,1971\Jammu & Kashmir\1971 Doda.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"97,98",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Doda_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Jammu,1971\Jammu & Kashmir\1971 Jammu.pdf,civic_amenities,Civic Amenities,Trimmed,42,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Jammu_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Jammu,1971\Jammu & Kashmir\1971 Jammu.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,43,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Jammu_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Jammu,1971\Jammu & Kashmir\1971 Jammu.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"130,131,132",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Jammu_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Kathua,1971\Jammu & Kashmir\1971 Kathua.pdf,civic_amenities,Civic Amenities,Trimmed,38,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Kathua_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Kathua,1971\Jammu & Kashmir\1971 Kathua.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,39,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Kathua_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Kathua,1971\Jammu & Kashmir\1971 Kathua.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"95,96",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Kathua_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Ladakh,1971\Jammu & Kashmir\1971 Ladakh.pdf,civic_amenities,Civic Amenities,Trimmed,33,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Ladakh_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Ladakh,1971\Jammu & Kashmir\1971 Ladakh.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,34,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Ladakh_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Ladakh,1971\Jammu & Kashmir\1971 Ladakh.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"62,63,64",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Ladakh_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Punch,1971\Jammu & Kashmir\1971 Punch.pdf,civic_amenities,Civic Amenities,Trimmed,30,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Punch_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Punch,1971\Jammu & Kashmir\1971 Punch.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,32,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Punch_mededu_1971.pdf,1,True,"Corrected to source page 32, which contains the complete Statement V table; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Punch,1971\Jammu & Kashmir\1971 Punch.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"54,55,56",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Punch_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Rajauri,1971\Jammu & Kashmir\1971 Rajauri.pdf,civic_amenities,Civic Amenities,Trimmed,33,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Rajauri_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Rajauri,1971\Jammu & Kashmir\1971 Rajauri.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,34,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Rajauri_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Rajauri,1971\Jammu & Kashmir\1971 Rajauri.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"70,71,72",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Rajauri_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Srinagar,1971\Jammu & Kashmir\1971 Srinagar.pdf,civic_amenities,Civic Amenities,Trimmed,33,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Srinagar_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Srinagar,1971\Jammu & Kashmir\1971 Srinagar.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,34,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Srinagar_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Srinagar,1971\Jammu & Kashmir\1971 Srinagar.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"40,41,42",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Srinagar_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Jammu & Kashmir,Jammu & Kashmir,Udhampur,1971\Jammu & Kashmir\1971 Udhampur.pdf,civic_amenities,Civic Amenities,Trimmed,37,output\pdf\1971_trimmed\Jammu & Kashmir\civic amenities\Udhampur_civic_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Udhampur,1971\Jammu & Kashmir\1971 Udhampur.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,38,output\pdf\1971_trimmed\Jammu & Kashmir\mededu\Udhampur_mededu_1971.pdf,1,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Jammu & Kashmir,Jammu & Kashmir,Udhampur,1971\Jammu & Kashmir\1971 Udhampur.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"92,93",output\pdf\1971_trimmed\Jammu & Kashmir\tehsil appendix\Udhampur_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bangalore,1971\Karnataka\1971 Bangalore.pdf,civic_amenities,Civic Amenities,Trimmed,"31,32",output\pdf\1971_trimmed\Karnataka\civic amenities\Bangalore_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bangalore,1971\Karnataka\1971 Bangalore.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"33,34,35,36",output\pdf\1971_trimmed\Karnataka\mededu\Bangalore_mededu_1971.pdf,4,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bangalore,1971\Karnataka\1971 Bangalore.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"277,278",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Bangalore_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Belgaum,1971\Karnataka\1971 Belgaum.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Belgaum_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Belgaum,1971\Karnataka\1971 Belgaum.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28",output\pdf\1971_trimmed\Karnataka\mededu\Belgaum_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Belgaum,1971\Karnataka\1971 Belgaum.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"141,142",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Belgaum_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bellary,1971\Karnataka\1971 Bellary.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Bellary_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bellary,1971\Karnataka\1971 Bellary.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28",output\pdf\1971_trimmed\Karnataka\mededu\Bellary_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bellary,1971\Karnataka\1971 Bellary.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"104,105",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Bellary_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bijapur,1971\Karnataka\1971 Bijapur.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Bijapur_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bijapur,1971\Karnataka\1971 Bijapur.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28",output\pdf\1971_trimmed\Karnataka\mededu\Bijapur_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Bijapur,1971\Karnataka\1971 Bijapur.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"155,156",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Bijapur_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Chikmagalur,1971\Karnataka\1971 Chikmagalur.pdf,civic_amenities,Civic Amenities,Trimmed,"23,24",output\pdf\1971_trimmed\Karnataka\civic amenities\Chikmagalur_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Chikmagalur,1971\Karnataka\1971 Chikmagalur.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\mededu\Chikmagalur_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Chikmagalur,1971\Karnataka\1971 Chikmagalur.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"131,132",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Chikmagalur_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Chitradurga,1971\Karnataka\1971 Chitradurga.pdf,civic_amenities,Civic Amenities,Trimmed,"22,23",output\pdf\1971_trimmed\Karnataka\civic amenities\Chitradurga_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Karnataka,Karnataka,Chitradurga,1971\Karnataka\1971 Chitradurga.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Karnataka\mededu\Chitradurga_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Chitradurga,1971\Karnataka\1971 Chitradurga.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"146,147",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Chitradurga_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Coorg,1971\Karnataka\1971 Coorg.pdf,civic_amenities,Civic Amenities,Trimmed,"22,23",output\pdf\1971_trimmed\Karnataka\civic amenities\Coorg_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Coorg,1971\Karnataka\1971 Coorg.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Karnataka\mededu\Coorg_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Coorg,1971\Karnataka\1971 Coorg.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"60,61",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Coorg_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Gulbarga,1971\Karnataka\1971 Gulbarga.pdf,civic_amenities,Civic Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Karnataka\civic amenities\Gulbarga_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Gulbarga,1971\Karnataka\1971 Gulbarga.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"26,27,28",output\pdf\1971_trimmed\Karnataka\mededu\Gulbarga_mededu_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Gulbarga,1971\Karnataka\1971 Gulbarga.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"156,157",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Gulbarga_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Hassan,1971\Karnataka\1971 Hassan.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Hassan_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Hassan,1971\Karnataka\1971 Hassan.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28",output\pdf\1971_trimmed\Karnataka\mededu\Hassan_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Hassan,1971\Karnataka\1971 Hassan.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"207,208",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Hassan_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Kolar,1971\Karnataka\1971 Kolar.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Kolar_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Kolar,1971\Karnataka\1971 Kolar.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28,29,30",output\pdf\1971_trimmed\Karnataka\mededu\Kolar_mededu_1971.pdf,4,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Kolar,1971\Karnataka\1971 Kolar.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"285,286",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Kolar_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Mandya,1971\Karnataka\1971 Mandya.pdf,civic_amenities,Civic Amenities,Trimmed,"23,24",output\pdf\1971_trimmed\Karnataka\civic amenities\Mandya_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Karnataka,Karnataka,Mandya,1971\Karnataka\1971 Mandya.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\mededu\Mandya_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Mandya,1971\Karnataka\1971 Mandya.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"147,148",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Mandya_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Mysore,1971\Karnataka\1971 Mysore.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\Mysore_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Mysore,1971\Karnataka\1971 Mysore.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28",output\pdf\1971_trimmed\Karnataka\mededu\Mysore_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Mysore,1971\Karnataka\1971 Mysore.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"195,196,197,198",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Mysore_tehsil_1971.pdf,4,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,North Kanara,1971\Karnataka\1971 North Kanara.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\North Kanara_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,North Kanara,1971\Karnataka\1971 North Kanara.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28,29",output\pdf\1971_trimmed\Karnataka\mededu\North Kanara_mededu_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,North Kanara,1971\Karnataka\1971 North Kanara.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"145,146",output\pdf\1971_trimmed\Karnataka\tehsil appendix\North Kanara_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Raichur,1971\Karnataka\1971 Raichur.pdf,civic_amenities,Civic Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Karnataka\civic amenities\Raichur_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Raichur,1971\Karnataka\1971 Raichur.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"26,27",output\pdf\1971_trimmed\Karnataka\mededu\Raichur_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Raichur,1971\Karnataka\1971 Raichur.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"168,169",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Raichur_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Shimoga,1971\Karnataka\1971 Shimoga.pdf,civic_amenities,Civic Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Karnataka\civic amenities\Shimoga_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Shimoga,1971\Karnataka\1971 Shimoga.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"26,27",output\pdf\1971_trimmed\Karnataka\mededu\Shimoga_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Shimoga,1971\Karnataka\1971 Shimoga.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"196,197",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Shimoga_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,South Kanara,1971\Karnataka\1971 South Kanara.pdf,civic_amenities,Civic Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\civic amenities\South Kanara_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,South Kanara,1971\Karnataka\1971 South Kanara.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"27,28,29,30",output\pdf\1971_trimmed\Karnataka\mededu\South Kanara_mededu_1971.pdf,4,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,South Kanara,1971\Karnataka\1971 South Kanara.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"97,98",output\pdf\1971_trimmed\Karnataka\tehsil appendix\South Kanara_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Tumkur,1971\Karnataka\1971 Tumkur.pdf,civic_amenities,Civic Amenities,Trimmed,"23,24",output\pdf\1971_trimmed\Karnataka\civic amenities\Tumkur_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Tumkur,1971\Karnataka\1971 Tumkur.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"25,26",output\pdf\1971_trimmed\Karnataka\mededu\Tumkur_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Karnataka,Karnataka,Tumkur,1971\Karnataka\1971 Tumkur.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"247,248",output\pdf\1971_trimmed\Karnataka\tehsil appendix\Tumkur_tehsil_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Kerala,Kerala,Alleppey,1971\Kerala\1971 Alleppey.pdf,civic_amenities,Civic Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Kerala\civic amenities\Alleppey_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Kerala,Kerala,Alleppey,1971\Kerala\1971 Alleppey.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"26,27",output\pdf\1971_trimmed\Kerala\mededu\Alleppey_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Kerala,Kerala,Alleppey,1971\Kerala\1971 Alleppey.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"50,51,52",output\pdf\1971_trimmed\Kerala\tehsil appendix\Alleppey_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Kerala,Kerala,Cannanore,1971\Kerala\1971 Cannanore.pdf,civic_amenities,Civic Amenities,Trimmed,"24,25",output\pdf\1971_trimmed\Kerala\civic amenities\Cannanore_civic_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved. Automated text check was inconclusive because the scan has weak/no text extraction; the page span was verified from the printed table layout."
Kerala,Kerala,Cannanore,1971\Kerala\1971 Cannanore.pdf,medical_educational_amenities,Medical and Educational Amenities,Trimmed,"26,27",output\pdf\1971_trimmed\Kerala\mededu\Cannanore_mededu_1971.pdf,2,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Kerala,Kerala,Cannanore,1971\Kerala\1971 Cannanore.pdf,tehsil_appendix,Tehsil Appendix,Trimmed,"56,57,58",output\pdf\1971_trimmed\Kerala\tehsil appendix\Cannanore_tehsil_1971.pdf,3,True,"Complete source-page span extracted; page order, geometry, rotation, margins, and scan content preserved."
Kerala,Kerala,Ernakulam,1971\Kerala\1971 Ernakulam.pdf,civic_amenities,Civic Amenities,Not trimmed,,,0,False,Part X-C Census Tables volume; no Town and Village Directory Statement IV/V or Taluk-wise amenities abstract found.
