state,category,table,filename,destination,sha256,page_count
Gujarat,mededu,medical_educational_amenities,1981_Vadodara_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Gujarat/mededu/1981_Vadodara_medical_educational_amenities.pdf,52f1dddedfa23bf246289a46fb142e4befa51553b974ec77ea45bf40564bdb89,4
Gujarat,tehsil appendix,tehsil_appendix,1981_Vadodara_tehsil_appendix.pdf,output/pdf/1981_trimmed/Gujarat/tehsil appendix/1981_Vadodara_tehsil_appendix.pdf,7737e642361f78d35d7d0321b0d83904e02a8881f9b6edf33bec0c6f83faa1ff,4
Gujarat,civic amenities,civic_amenities,1981_Valsad_civic_amenities.pdf,output/pdf/1981_trimmed/Gujarat/civic amenities/1981_Valsad_civic_amenities.pdf,3f33918b8f1aca5e11d8dba1cb622dfdd0eb3a0f263936cf860b069e234f1e67,2
Gujarat,mededu,medical_educational_amenities,1981_Valsad_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Gujarat/mededu/1981_Valsad_medical_educational_amenities.pdf,6ced96d573af95a426b5cba90e76dc2ff04184942adae3fefd7c4a60d775b2a0,4
Gujarat,tehsil appendix,tehsil_appendix,1981_Valsad_tehsil_appendix.pdf,output/pdf/1981_trimmed/Gujarat/tehsil appendix/1981_Valsad_tehsil_appendix.pdf,12b74359111dc465bc43f4328dd44c5131f73eae6954a4c0d8694e2e6fb33397,4
Jammu & Kashmir,civic amenities,civic_amenities,1981_Anantnag_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Anantnag_civic_amenities.pdf,e25eeb94bf2912451afe1c0b1dd4e6ffe7fc3967628de482f107b7a918ffa6c6,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Anantnag_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Anantnag_medical_educational_amenities.pdf,71463e36249c271b6f3082829d28025a2afebc4b3be39707a09af8667a75f14f,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Anantnag_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Anantnag_tehsil_appendix.pdf,e0bfa9ebf9284838116ff7fac3095a6a930f0f258a0e46c09b68e0e6749a1bab,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Badgam_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Badgam_civic_amenities.pdf,c4c32d1e725a58d3ea9633e84ca24710d899ef99e21ed7290ea2feb402e9c986,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Badgam_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Badgam_medical_educational_amenities.pdf,d3ae65f9eab154c7aaa49cffe0943b85232d5d38313f62a203f22825c72df337,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Badgam_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Badgam_tehsil_appendix.pdf,9b1826f57f0a12f4cda38ac69f893eec9fa351495585c9105b74f6eefcfe55fa,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Baramula_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Baramula_civic_amenities.pdf,1fd1a8e352018004d0ae6019126065f85f23b44a8cf6c651435064468b505679,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Baramula_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Baramula_medical_educational_amenities.pdf,5663f02b6ff7125a5b8a4c92fe8c44ea1e842a99e27d56f3a0dd25055f960dec,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Baramula_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Baramula_tehsil_appendix.pdf,755dee37c57597b8e1371e266df6b8a00299eef0af526de6640ec9e1de1cd81f,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Doda_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Doda_civic_amenities.pdf,949a6d31bf2c988edfacfeb9a0ce88d11fcf1b98f323da2d7619134124204f90,2
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Doda_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Doda_medical_educational_amenities.pdf,c67aa390ca9129bb0c1b4dc0967fb55636a59f5ba4ee3498f8deb4b0ae5872f4,2
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Doda_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Doda_tehsil_appendix.pdf,70d623bb9a81fa11e76b6174692d6df754bb428667d6ab8298ead7dab6008876,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Jammu_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Jammu_civic_amenities.pdf,d9fa6d518faae8c49bd7f8b707f7159d85183fe8e7183a0957da060c6803b6a8,2
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Jammu_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Jammu_medical_educational_amenities.pdf,c7c6b723010a1b674fdcc5aeb662ffc174d82eee2131afed37a58e12e691b068,2
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Jammu_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Jammu_tehsil_appendix.pdf,5800e9fa305748fc842a349bfaad477d4f687e65a564f31d9d68a0c6685d467a,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Kargil_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Kargil_civic_amenities.pdf,29341a861e7678a0adbe20c7d017307ca68a1fcb57a46c00e823d06a7940f764,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Kargil_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Kargil_medical_educational_amenities.pdf,4b8243ed9071ef9669808da5ee45d7de314dd1f8857d3abc9600dfb226f367fd,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Kargil_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Kargil_tehsil_appendix.pdf,3ea462c020782cb59c43bb807fba940e96fb58db25673b98d82517f5bf738142,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Kathua_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Kathua_civic_amenities.pdf,b37dd2e76cebf91504a15cebb0d3aacc050f6f6a39cbfa811c70ccfb346fd718,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Kathua_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Kathua_medical_educational_amenities.pdf,4a587bf5747e90720996994bd8bcfcb2b53e4b8a4a6a21c4e4eba7cee936e167,2
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Kathua_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Kathua_tehsil_appendix.pdf,060bca2678d798c8391383744587f510d7fa4cd1d5d1962c79900924c4d5d1e3,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Kupwara_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Kupwara_civic_amenities.pdf,e0719a867b31afe995af5d4841245cd0ac131f4367aadf260491c6a924275557,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Kupwara_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Kupwara_medical_educational_amenities.pdf,63c0ed5e7d89106899e6b016abd6ec52aed9dad33482f9cdf5ccb82b955be0ee,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Kupwara_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Kupwara_tehsil_appendix.pdf,c87f7dd91d4a7ef2310f3b733fa931dc8220848ca12317e7824566570dd1f13f,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Ladakh_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Ladakh_civic_amenities.pdf,841b1313f5a5b893c796fbc72732fbba386c68b3b4b57eead194dafa35cfddae,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Ladakh_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Ladakh_medical_educational_amenities.pdf,b6f099f005b28dded91d88cb560c024460aeb9a8d77cb2e24e2506c3dcc14abb,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Ladakh_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Ladakh_tehsil_appendix.pdf,c6a9c7b54737499f3a0653c0cba90bf25f4a67ed15187bb035a3c63d0ed1aecc,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Pulwama_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Pulwama_civic_amenities.pdf,c29e88359a28917b70dd0d9ae240421b07cff679d11967a3e0567c459c2c4569,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Pulwama_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Pulwama_medical_educational_amenities.pdf,118f2e8a31144471f732cf621a878812966b1f0364a0b8b9d268976203e149b8,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Pulwama_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Pulwama_tehsil_appendix.pdf,ed60a31c74b302934064aec92c8284b0b0a8862cb92748f912dd0b437d733d7a,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Punch_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Punch_civic_amenities.pdf,e612995be2cecb70a58c97cfd97029d74391ed0a0d01afed45f618cbbd2969b6,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Punch_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Punch_medical_educational_amenities.pdf,11b75f5241ea52c559dd1c825f59b620b8dda2fcc22429f3f044952e4b70f671,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Punch_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Punch_tehsil_appendix.pdf,a19ede2e9a08c0781adf3a23eb39f0ab8ae1ba6e7b11afd16666e9b5a407e009,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Rajauri_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Rajauri_civic_amenities.pdf,077d5d42d17e24f9b0a875604a9b8491dadd8876c97f0811e50b496c40c9e684,1
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Rajauri_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Rajauri_medical_educational_amenities.pdf,dbc087347cd288ae6b500500ba87eae76168e7c1bd3708d2f46c0c47231e3e34,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Rajauri_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Rajauri_tehsil_appendix.pdf,e75a2ca73aa2a7a6f9cbc9464f0c35474f5c4e6f2e71c6f6c73f9c6b49bbe24e,2
Jammu & Kashmir,civic amenities,civic_amenities,1981_Srinagar_civic_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/civic amenities/1981_Srinagar_civic_amenities.pdf,1bde7b56028ac3ec175d562678cbd4da2cf45adc22fbf5d8deed81d38c73530d,2
Jammu & Kashmir,mededu,medical_educational_amenities,1981_Srinagar_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/mededu/1981_Srinagar_medical_educational_amenities.pdf,165a200aa53f78b6a4612eab712db63b72687bb84c6c15510d0f9799e0ebde94,1
Jammu & Kashmir,tehsil appendix,tehsil_appendix,1981_Srinagar_tehsil_appendix.pdf,output/pdf/1981_trimmed/Jammu & Kashmir/tehsil appendix/1981_Srinagar_tehsil_appendix.pdf,100c8eb058a78ac4ea4c1f5bb797576b47da35e7af589801515c6d1dae3a712a,2
Karnataka,civic amenities,civic_amenities,1981_Bangalore_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Bangalore_civic_amenities.pdf,e967f19b62e954359014f356b3b224f8dd7d08c159561b264a899b01b157869f,6
Karnataka,mededu,medical_educational_amenities,1981_Bangalore_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Bangalore_medical_educational_amenities.pdf,726c6dfcb8c7af71d7b1f4dc745f387bb0944151282f36c3839c9c8d59e283e1,10
Karnataka,tehsil appendix,tehsil_appendix,1981_Bangalore_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Bangalore_tehsil_appendix.pdf,e2b832c02734615f4d1c4d2a3377776761cf8701db6d222aad890a3b90d2f4ac,4
Karnataka,civic amenities,civic_amenities,1981_Belgaum_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Belgaum_civic_amenities.pdf,b00dfc4d2850bcac8075b34bbfea7d52c2d5adafe964683e41fe15de714241d4,4
Karnataka,mededu,medical_educational_amenities,1981_Belgaum_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Belgaum_medical_educational_amenities.pdf,8df651f00fc8217a73f561e3774be0b9faadd89142da0c6a5418b0716f3127e3,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Belgaum_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Belgaum_tehsil_appendix.pdf,6d947a900623e51f5803a03d9a7660cf93308127224d9f639ffbc7aec6a30dea,4
Karnataka,civic amenities,civic_amenities,1981_Bellary_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Bellary_civic_amenities.pdf,bfe69e9b0abd0e9cca73a3ea90ab364d24b4aef6735443a20ad633d2343eb7a9,2
Karnataka,mededu,medical_educational_amenities,1981_Bellary_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Bellary_medical_educational_amenities.pdf,18a5b17824029179d7053defc551f59df0720b3dc230ee6c80df340dd8cd3441,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Bellary_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Bellary_tehsil_appendix.pdf,2848ca6d172c7fa73c6e528ff211358e8a53b0ce897ddf5eafe2e72c0abb50a4,4
Karnataka,civic amenities,civic_amenities,1981_Bijapur_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Bijapur_civic_amenities.pdf,cfd705436822c0753c05dce9fecbef0b203552408c4797c821209113baa1dba5,2
Karnataka,mededu,medical_educational_amenities,1981_Bijapur_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Bijapur_medical_educational_amenities.pdf,735d4204722ced20ad1ccc5b4e1ac1ee54cfeb6140edb138b8305105f5128705,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Bijapur_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Bijapur_tehsil_appendix.pdf,fdf8b2b210737fc073820ed7c1f59647c0e0b35dfb7a85cceea82c9edcdbea79,4
Karnataka,civic amenities,civic_amenities,1981_Chikmagalur_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Chikmagalur_civic_amenities.pdf,09854b1f3579b2959df099ce710aeed403adb1f620d3f3e0b11b3111a6c8fde3,2
Karnataka,mededu,medical_educational_amenities,1981_Chikmagalur_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Chikmagalur_medical_educational_amenities.pdf,804d024c0aea6452d431262017d2a21cda92d0e9611e9e6257278d9011dda75e,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Chikmagalur_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Chikmagalur_tehsil_appendix.pdf,3a46642d7e3fafcf0cc49df7e8b8ff752367bba09ff0a8244ac21006f367b7c3,2
Karnataka,civic amenities,civic_amenities,1981_Chitradurga_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Chitradurga_civic_amenities.pdf,6ea30459000baa2d8e0cf1693188abca42a16013dc37128808a820f7d1838ba7,2
Karnataka,mededu,medical_educational_amenities,1981_Chitradurga_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Chitradurga_medical_educational_amenities.pdf,3d8d12d7c66ec462e3bb8598284b90ed1a3c122e1fdd079ac7e236a12208cdec,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Chitradurga_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Chitradurga_tehsil_appendix.pdf,0eaa3ce24e7c99ba3c7714558c01e69463bb0ff3174ea34df17e6c49fedb0273,4
Karnataka,civic amenities,civic_amenities,1981_Dakshin Kannad_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Dakshin Kannad_civic_amenities.pdf,7c930dc2a8e60b535117bdba8c6bb56388fceced44fda3cc90a6c7095d84e164,6
Karnataka,mededu,medical_educational_amenities,1981_Dakshin Kannad_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Dakshin Kannad_medical_educational_amenities.pdf,bdc209a0fa6fee8655523692d4c2e36e324e82a0c98a75753df4500e987fbdfe,6
Karnataka,tehsil appendix,tehsil_appendix,1981_Dakshin Kannad_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Dakshin Kannad_tehsil_appendix.pdf,f5c3e3498abbb5d77aa6c5bc50c2e3b07770d4a243a10013bcdc3b6bbb0d08a7,4
Karnataka,civic amenities,civic_amenities,1981_Dharwad_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Dharwad_civic_amenities.pdf,c0e5a7ccf30feb51100e97f1a6d573f7591aa8ebb8c3391f3430a0591d083197,4
Karnataka,mededu,medical_educational_amenities,1981_Dharwad_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Dharwad_medical_educational_amenities.pdf,318a43dd4b9e918158791c7ae74bf3f806467ad10c784af25f6b77fe89c8d696,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Dharwad_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Dharwad_tehsil_appendix.pdf,18837e1d1add5da3cf380613f29ae9f7c0cb7725314791790c207cb140672681,4
Karnataka,civic amenities,civic_amenities,1981_Gulbarga_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Gulbarga_civic_amenities.pdf,0dee603be531d8288bfacfa158fb77eca0bab0a11f6e6024e4055ac499568db3,2
Karnataka,mededu,medical_educational_amenities,1981_Gulbarga_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Gulbarga_medical_educational_amenities.pdf,0632deb194d9edae6cf113eb5a48ec4fe0436388bf32ce06a8fffb49fda17b11,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Gulbarga_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Gulbarga_tehsil_appendix.pdf,58f36467a93b3251fc049dadd86719dc52f0c5519dfc99a3b165c9786298ff61,4
Karnataka,civic amenities,civic_amenities,1981_Hassan_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Hassan_civic_amenities.pdf,d0452eef1be8349a9e41533d1d0b4b1a8095a54b15bdd4a9c31c07fa6500ef32,2
Karnataka,mededu,medical_educational_amenities,1981_Hassan_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Hassan_medical_educational_amenities.pdf,9420286d1126078183655f240272d72dacbf98d78b326dbe233ac46a9ba0bd22,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Hassan_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Hassan_tehsil_appendix.pdf,b800bcff341e4bde404912a7e033670cc1aa81eb3db22d23ef1062541667c217,2
Karnataka,civic amenities,civic_amenities,1981_Kodagu_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Kodagu_civic_amenities.pdf,b64487a4d50282db908eef2a22a73d62ead5a38b2b14c8449b2558a0a9a46eaa,2
Karnataka,mededu,medical_educational_amenities,1981_Kodagu_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Kodagu_medical_educational_amenities.pdf,11527b8f06db3ae343078fab39451f05041b58fef879263df4f35243f551cb0c,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Kodagu_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Kodagu_tehsil_appendix.pdf,067980a1a5f30ab7e2b16e51639e559c72c9c62b6d58167491eeaccca632fb7e,1
Karnataka,civic amenities,civic_amenities,1981_Kolar_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Kolar_civic_amenities.pdf,e3d3e0ab8228cce2569a2e008ba902cfb0fd3ea68f81c04c1ff853357008566d,2
Karnataka,mededu,medical_educational_amenities,1981_Kolar_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Kolar_medical_educational_amenities.pdf,5b392f41a6a0e297cdada79e3831cde8518325aed4e38ec7dc845972ba457c52,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Kolar_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Kolar_tehsil_appendix.pdf,ee15fe41bede062ffbcd7d226260f0f47862b65289f85184e9143367775c25f5,2
Karnataka,civic amenities,civic_amenities,1981_Mandya_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Mandya_civic_amenities.pdf,7bdab64e6f7c102a86d1ed90c485b9206413d6184d68b0022520a653472a11d9,1
Karnataka,mededu,medical_educational_amenities,1981_Mandya_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Mandya_medical_educational_amenities.pdf,f05b3c929a3967c39d55a68ad0b1ba8be60341fec516556f962da48e9c71e1fb,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Mandya_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Mandya_tehsil_appendix.pdf,d4451ba8e26bde1230560cd8c84e0ede3b2591c0c033a80321f7f0398da625be,2
Karnataka,civic amenities,civic_amenities,1981_Raichur_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Raichur_civic_amenities.pdf,7d256ac7eaaeab6d1e939de83106901ac8a382fd38a3e235a4dd40e6fcf4455f,2
Karnataka,mededu,medical_educational_amenities,1981_Raichur_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Raichur_medical_educational_amenities.pdf,dbb910fc03b0ef93afb04fdd56b8c1161cda6e24e2f57feffb5003632dc84d62,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Raichur_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Raichur_tehsil_appendix.pdf,e20367bc40d4fbb9abc60aa78f8b2d9782945783adc1e8b599028c83c35f9c6c,4
Karnataka,civic amenities,civic_amenities,1981_Shimoga_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Shimoga_civic_amenities.pdf,8eb0376f382964c4ee4658658bf8365c8463c7beb475609105d80b91f1f26d82,2
Karnataka,mededu,medical_educational_amenities,1981_Shimoga_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Shimoga_medical_educational_amenities.pdf,2d7997a147f8447d729d08d4c69336465c7f378db365e519511e5ea3ddbf819f,4
Karnataka,tehsil appendix,tehsil_appendix,1981_Shimoga_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Shimoga_tehsil_appendix.pdf,784bdc576ac2671a12c9a9d8e15b447af6e2f0738a31b63907bbd7ef7fe168c8,4
Karnataka,civic amenities,civic_amenities,1981_Uttar Kannad_civic_amenities.pdf,output/pdf/1981_trimmed/Karnataka/civic amenities/1981_Uttar Kannad_civic_amenities.pdf,499a73208b3924cad1f4434729d8c4dbe24bba509a898562d23ed011689076bc,2
Karnataka,mededu,medical_educational_amenities,1981_Uttar Kannad_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Karnataka/mededu/1981_Uttar Kannad_medical_educational_amenities.pdf,57bb8f4176e5be88b8cb2dae6752af6f671ed3d261731c314cc490d0c17886bb,2
Karnataka,tehsil appendix,tehsil_appendix,1981_Uttar Kannad_tehsil_appendix.pdf,output/pdf/1981_trimmed/Karnataka/tehsil appendix/1981_Uttar Kannad_tehsil_appendix.pdf,022db303051863c888cc91864de7cbeefcdec3f746d88dd1e33d29cfdc245f77,4
Kerala,civic amenities,civic_amenities,1981_Alleppey_civic_amenities.pdf,output/pdf/1981_trimmed/Kerala/civic amenities/1981_Alleppey_civic_amenities.pdf,893d280fefe9d1fd77b200eb8d8687ec3604aa44741399137c628a7a4e99613a,2
Kerala,mededu,medical_educational_amenities,1981_Alleppey_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Kerala/mededu/1981_Alleppey_medical_educational_amenities.pdf,07ffb4659fcaa87717f03bda93d1cdd4c41fd6eb3bf4a91bd6f305471129381a,2
Kerala,tehsil appendix,tehsil_appendix,1981_Alleppey_tehsil_appendix.pdf,output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Alleppey_tehsil_appendix.pdf,d5ec801fb8084b0c0aa0c1fdc9b5c2bb8a861e26324777cea16a7a0a0f2c6b4b,2
Kerala,civic amenities,civic_amenities,1981_Cannanore_civic_amenities.pdf,output/pdf/1981_trimmed/Kerala/civic amenities/1981_Cannanore_civic_amenities.pdf,920ab0db70a34102b29cbdd0a7c21672ef78e564fcaa763c4e57d235efc00399,2
Kerala,mededu,medical_educational_amenities,1981_Cannanore_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Kerala/mededu/1981_Cannanore_medical_educational_amenities.pdf,8b95b358301323d1bfa12c6aa0a040952022f84edd1c7f7685ca1767d97fc307,4
Kerala,tehsil appendix,tehsil_appendix,1981_Cannanore_tehsil_appendix.pdf,output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Cannanore_tehsil_appendix.pdf,af48c24670734ffc4e3e48c44075baa5ac8e2e94e9904c75a91c57b07ec9a0f2,2
Kerala,civic amenities,civic_amenities,1981_Ernakulam_civic_amenities.pdf,output/pdf/1981_trimmed/Kerala/civic amenities/1981_Ernakulam_civic_amenities.pdf,945f7eabf62a5160946e5182ff6b2901fd79b9ff7679fddf262e13e9af3f8776,2
Kerala,mededu,medical_educational_amenities,1981_Ernakulam_medical_educational_amenities.pdf,output/pdf/1981_trimmed/Kerala/mededu/1981_Ernakulam_medical_educational_amenities.pdf,4b4f69863626b1d73471e2254f831db9cf51f3daa4e9afd392a324372d2b19d5,4
Kerala,tehsil appendix,tehsil_appendix,1981_Ernakulam_tehsil_appendix.pdf,output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Ernakulam_tehsil_appendix.pdf,f7479e4ecedccacbc51c609b65205faf1db936ceb21c78485ceec2d1b2fcf856,2
