sl_no,sl_no_flag,town_name,town_name_flag,hospitals_dispensaries,hospitals_dispensaries_flag,med_beds,med_beds_flag,degree_colleges,degree_colleges_flag,medical_colleges,medical_colleges_flag,engg_colleges,engg_colleges_flag,polytechnics,polytechnics_flag,vocational_institutes,vocational_institutes_flag,higher_secondary_schools,higher_secondary_schools_flag,middle_schools,middle_schools_flag,primary_schools,primary_schools_flag,other_edu_institutions,other_edu_institutions_flag,stadia,stadia_flag,cinemas,cinemas_flag,auditoria,auditoria_flag,libraries,libraries_flag,row_type,reference_target,requires_review,parent_row_index,subrow_index,subrow_count,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
(i),,Moradabad,,O (2),,50,,ASC (4),,...,,...,,1,,Sh. Type (1),,27,,21,,47,,...,,1,,6,,1,,RR (2),,COMPONENT,,False,9,2,5,22,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
(i),,Moradabad,,D (3),,...,,ASC (4),,...,,...,,1,,Sh. Type (1),,27,,21,,47,,...,,1,,6,,1,,RR (2),,COMPONENT,,False,9,3,5,23,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
(i),,Moradabad,,FC (3),,...,,ASC (4),,...,,...,,1,,Sh. Type (1),,27,,21,,47,,...,,1,,6,,1,,RR (2),,COMPONENT,,False,9,4,5,24,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
(ii),,Moradabad Rly. Settlement,,H (1),,105,,...,,...,,...,,...,,...,,...,,...,,5,,...,,1,,...,,1,,PL (3) PL (2),,COMPONENT,,False,10,0,2,25,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
(ii),,Moradabad Rly. Settlement,,FC (1),,...,,...,,...,,...,,...,,...,,...,,...,,5,,...,,1,,...,,1,,PL (3) PL (2),,COMPONENT,,False,10,1,2,26,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
9,,Moradabad Rly. Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Moradabad City Urban Agglomeration,False,11,0,1,27,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
10,,Rustamnagar Sahaspur,,...,,...,,...,,...,,...,,...,,...,,...,,1,,2,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,12,0,1,28,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
11,,Sambhal,,H (1),,6,,A (1),,...,,...,,...,,...,,5,,9,,42,,...,,...,,1,,...,,RR (4),,ORDINARY,,False,13,0,3,29,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
11,,Sambhal,,HC (1),,4,,A (1),,...,,...,,...,,...,,5,,9,,42,,...,,...,,1,,...,,RR (4),,ORDINARY,,False,13,1,3,30,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
11,,Sambhal,,FC (1),,...,,A (1),,...,,...,,...,,...,,5,,9,,42,,...,,...,,1,,...,,RR (4),,ORDINARY,,False,13,2,3,31,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
12,,Thakurdwara,,HC (1),,4,,...,,...,,...,,...,,...,,1,,2,,1,,4,,...,,...,,...,,...,,ORDINARY,,False,14,0,2,32,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
12,,Thakurdwara,,FC (1),,...,,...,,...,,...,,...,,...,,1,,2,,1,,4,,...,,...,,...,,...,,ORDINARY,,False,14,1,2,33,moradabad_mededu_1971,Moradabad,Uttar Pradesh,1971,format_002,moradabad_mededu_001,moradabad_mededu_1971.pdf,43203e85f576f82197069d3ffc97237557224714d6f079cc9e616bbc43e10f5d,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:32:17.563336+00:00
1,,Jansath,,H (2),,14,,...,,...,,...,,...,,...,,2,,1,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,0,2,0,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
1,,Jansath,,FC (1),,...,,...,,...,,...,,...,,...,,2,,1,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,1,2,1,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
2,,Kairana,,H (2),,10,,...,,...,,...,,...,,...,,3,,...,,10,,...,,...,,1,,...,,PL (2),,ORDINARY,,False,1,0,4,2,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
2,,Kairana,,HC (1),,4,,...,,...,,...,,...,,...,,3,,...,,10,,...,,...,,1,,...,,PL (2),,ORDINARY,,False,1,1,4,3,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
2,,Kairana,,FC (1),,1,,...,,...,,...,,...,,...,,3,,...,,10,,...,,...,,1,,...,,PL (2),,ORDINARY,,False,1,2,4,4,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
2,,Kairana,,O (1),,1,,...,,...,,...,,...,,...,,3,,...,,10,,...,,...,,1,,...,,PL (2),,ORDINARY,,False,1,3,4,5,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
3,,Kandhla,,H (1),,10,,...,,...,,...,,...,,...,,3,,...,,2,,3,,...,,1,,...,,...,,ORDINARY,,False,2,0,2,6,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
3,,Kandhla,,HC (1),,8,,...,,...,,...,,...,,...,,3,,...,,2,,3,,...,,1,,...,,...,,ORDINARY,,False,2,1,2,7,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
4,,Khatauli,,H (2),,12,,AS (1),,...,,...,,...,,...,,4,,3,,15,,...,,...,,2,,...,,...,,ORDINARY,,False,3,0,2,8,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
4,,Khatauli,,NH (1),,...,,AS (1),,...,,...,,...,,...,,4,,3,,15,,...,,...,,2,,...,,...,,ORDINARY,,False,3,1,2,9,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
5,,Miranpur,,...,,...,,...,,...,,...,,...,,...,,2,,1,,3,,6,,...,,...,,...,,...,,ORDINARY,,False,4,0,1,10,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
6,,Muzaffarnagar,,H (5),,246,,AS (1) ASC (1) S (2),,...,,...,,1,,Sh. Type (3),,13,,1,,35,,5,,1,,5,,2,,PL (2),,ORDINARY,,False,5,0,4,11,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
6,,Muzaffarnagar,,TBC (1),,14,,AS (1) ASC (1) S (2),,...,,...,,1,,Sh. Type (3),,13,,1,,35,,5,,1,,5,,2,,PL (2),,ORDINARY,,False,5,1,4,12,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
6,,Muzaffarnagar,,NH (2),,34,,AS (1) ASC (1) S (2),,...,,...,,1,,Sh. Type (3),,13,,1,,35,,5,,1,,5,,2,,PL (2),,ORDINARY,,False,5,2,4,13,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
6,,Muzaffarnagar,,FC (1),,6,,AS (1) ASC (1) S (2),,...,,...,,1,,Sh. Type (3),,13,,1,,35,,5,,1,,5,,2,,PL (2),,ORDINARY,,False,5,3,4,14,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
7,,Shamli,,H (2),,34,,AS (1) S (1),,...,,...,,...,,...,,5,,3,,26,,5,,...,,2,,...,,PL (2),,ORDINARY,,False,6,0,2,15,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
7,,Shamli,,FC (1),,...,,AS (1) S (1),,...,,...,,...,,...,,5,,3,,26,,5,,...,,2,,...,,PL (2),,ORDINARY,,False,6,1,2,16,muzaffarnagar_mededu_1971,Muzaffarnagar,Uttar Pradesh,1971,format_002,muzaffarnagar_mededu_001,muzaffarnagar_mededu_1971.pdf,e373e36c27ffb2b28a55c4f798ab5a4a32a6b777532ce484f76c159948966017,24,25,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:41:12.192857+00:00
1,,Bhowali,,D(1),,6,,...,,...,,...,,...,,...,,,,1,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,0,3,0,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
1,,Bhowali,,HC(1),,5,,...,,...,,...,,...,,...,,,,1,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,1,3,1,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
1,,Bhowali,,O(1),,348,,...,,...,,...,,...,,...,,,,1,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,2,3,2,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,H(4),,184,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,0,6,3,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,D(2),,2,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,1,6,4,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,TBC(1),,...,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,2,6,5,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,HC(2),,...,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,3,6,6,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,*O(1),,...,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,4,6,7,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
2,,Haldwani-cum-Kathgodam,,FC(1),,...,,ASC (1),,...,,...,,...,,...,,5,,20,,23,,...,,...,,2,,1,,PL (3),,ORDINARY,,False,1,5,6,8,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
3,,Jaspur,,H(1),,4,,...,,...,,...,,...,,...,,1,,3,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,2,0,3,9,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
3,,Jaspur,,D(1),,4,,...,,...,,...,,...,,...,,1,,3,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,2,1,3,10,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
3,,Jaspur,,*O(1),,...,,...,,...,,...,,...,,...,,1,,3,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,2,2,3,11,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
4,,Kashipur,,H(4),,40,,...,,...,,...,,1,,...,,6,,3,,26,,2,,...,,...,,...,,...,,ORDINARY,,False,3,0,4,12,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
4,,Kashipur,,D(1),,...,,...,,...,,...,,1,,...,,6,,3,,26,,2,,...,,...,,...,,...,,ORDINARY,,False,3,1,4,13,nainital_mededu_1971,Nainital,Uttar Pradesh,1971,format_002,nainital_mededu_001,nainital_mededu_1971.pdf,ea6208870c903e8e4d1b6b27b82c6386158880ca185be07d73225f735424af58,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:46:37.475362+00:00
