sl_no,sl_no_flag,town_name,town_name_flag,hospitals_dispensaries,hospitals_dispensaries_flag,med_beds,med_beds_flag,degree_colleges,degree_colleges_flag,medical_colleges,medical_colleges_flag,engg_colleges,engg_colleges_flag,polytechnics,polytechnics_flag,vocational_institutes,vocational_institutes_flag,higher_secondary_schools,higher_secondary_schools_flag,middle_schools,middle_schools_flag,primary_schools,primary_schools_flag,other_edu_institutions,other_edu_institutions_flag,stadia,stadia_flag,cinemas,cinemas_flag,auditoria,auditoria_flag,libraries,libraries_flag,row_type,reference_target,requires_review,parent_row_index,subrow_index,subrow_count,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
1,,Achhnera,,H (2),,7,,,,,,,,,,,,2,,2,,6,,...,,...,,...,,...,,PL (3),,ORDINARY,,False,0,0,4,0,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
1,,Achhnera,,HC (1),,,,,,,,,,,,,,2,,2,,6,,...,,...,,...,,...,,PL (3),,ORDINARY,,False,0,1,4,1,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
1,,Achhnera,,D (2),,,,,,,,,,,,,,2,,2,,6,,...,,...,,...,,...,,PL (3),,ORDINARY,,False,0,2,4,2,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
1,,Achhnera,,FC (2),,4,,,,,,,,,,,,2,,2,,6,,...,,...,,...,,...,,PL (3),,ORDINARY,,False,0,3,4,3,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
2,,Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Agra City Urban Agglomeration,False,1,0,1,4,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,H (14),,"2,187",,A (2) AS (2) ASL (1) ASC (1) SC (1),,1,,1,,1,,Sh. type (6) O (2),,46,,73,,173,,2,,1,,15,,...,,PL (51) RR (53),,AGGREGATE,,False,2,0,5,5,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,D (19),,,,A (2) AS (2) ASL (1) ASC (1) SC (1),,1,,1,,1,,Sh. type (6) O (2),,46,,73,,173,,2,,1,,15,,...,,PL (51) RR (53),,AGGREGATE,,False,2,1,5,6,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,TBC (1),,20,,A (2) AS (2) ASL (1) ASC (1) SC (1),,1,,1,,1,,Sh. type (6) O (2),,46,,73,,173,,2,,1,,15,,...,,PL (51) RR (53),,AGGREGATE,,False,2,2,5,7,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,FC (8),,,,A (2) AS (2) ASL (1) ASC (1) SC (1),,1,,1,,1,,Sh. type (6) O (2),,46,,73,,173,,2,,1,,15,,...,,PL (51) RR (53),,AGGREGATE,,False,2,3,5,8,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,*O (2),,20,,A (2) AS (2) ASL (1) ASC (1) SC (1),,1,,1,,1,,Sh. type (6) O (2),,46,,73,,173,,2,,1,,15,,...,,PL (51) RR (53),,AGGREGATE,,False,2,4,5,9,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra,,H (12),,"2,117",,A (1) ASL (1) ASC (1) AS (1),,,,,,,,Sh. type (3) O (2),,40,,70,,157,,...,,...,,13,,...,,PL (42) RR (47),,COMPONENT,,False,3,0,5,10,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra,,D (14),,,,A (1) ASL (1) ASC (1) AS (1),,,,,,,,Sh. type (3) O (2),,40,,70,,157,,...,,...,,13,,...,,PL (42) RR (47),,COMPONENT,,False,3,1,5,11,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra,,TBC (1),,20,,A (1) ASL (1) ASC (1) AS (1),,,,,,,,Sh. type (3) O (2),,40,,70,,157,,...,,...,,13,,...,,PL (42) RR (47),,COMPONENT,,False,3,2,5,12,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra,,FC (6),,,,A (1) ASL (1) ASC (1) AS (1),,,,,,,,Sh. type (3) O (2),,40,,70,,157,,...,,...,,13,,...,,PL (42) RR (47),,COMPONENT,,False,3,3,5,13,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra,,*O (2),,20,,A (1) ASL (1) ASC (1) AS (1),,,,,,,,Sh. type (3) O (2),,40,,70,,157,,...,,...,,13,,...,,PL (42) RR (47),,COMPONENT,,False,3,4,5,14,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra Cantt.,,H (1),,25,,AS (1),,,,,,,,Sh. type (2),,3,,3,,14,,...,,1,,2,,...,,PL (3),,COMPONENT,,False,4,0,2,15,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Agra Cantt.,,FC (1),,,,AS (1),,,,,,,,Sh. type (2),,3,,3,,14,,...,,1,,2,,...,,PL (3),,COMPONENT,,False,4,1,2,16,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Dayalbagh,,H (1),,45,,SC (1) A (1),,,,1,,1,,Sh. type (1),,2,,...,,2,,2,,...,,...,,...,,PL (6),,COMPONENT,,False,5,0,2,17,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Dayalbagh,,D (4),,,,SC (1) A (1),,,,1,,1,,Sh. type (1),,2,,...,,2,,2,,...,,...,,...,,PL (6),,COMPONENT,,False,5,1,2,18,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Swamibagh,,D (1),,,,,,,,,,,,,,1,,...,,...,,...,,...,,...,,...,,RR (6),,COMPONENT,,False,6,0,1,19,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
4,,Bah,,H (1),,6,,,,,,,,,,,,1,,2,,2,,3,,...,,...,,...,,PL (1),,ORDINARY,,False,7,0,2,20,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
4,,Bah,,FC (1),,,,,,,,,,,,,,1,,2,,2,,3,,...,,...,,...,,PL (1),,ORDINARY,,False,7,1,2,21,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
5,,Dayalbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Agra City Urban Agglomeration,False,8,0,1,22,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
6,,Etmadpur,,H (1),,10,,,,,,,,,,,,,,1,,4,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,9,0,2,23,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
6,,Etmadpur,,FC (1),,1,,,,,,,,,,,,,,1,,4,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,9,1,2,24,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
7,,Fatehabad,,H (1),,7,,,,,,,,,,,,1,,3,,2,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,10,0,3,25,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
7,,Fatehabad,,FC (1),,3,,,,,,,,,,,,1,,3,,2,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,10,1,3,26,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
7,,Fatehabad,,HC (1),,,,,,,,,,,,,,1,,3,,2,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,10,2,3,27,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
8,,Fatehpur Sikri,,HC (1),,6,,,,,,,,,,,,1,,1,,11,,...,,...,,...,,...,,RR (1),,ORDINARY,,False,11,0,3,28,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
8,,Fatehpur Sikri,,D (1),,,,,,,,,,,,,,1,,1,,11,,...,,...,,...,,...,,RR (1),,ORDINARY,,False,11,1,3,29,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
8,,Fatehpur Sikri,,FC (1),,,,,,,,,,,,,,1,,1,,11,,...,,...,,...,,...,,RR (1),,ORDINARY,,False,11,2,3,30,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
9,,Firozabad,,H (1),,240,,AS (1) AC (1) S (1),,,,,,,,,,11,,11,,54,,...,,...,,2,,...,,PL (7),,ORDINARY,,False,12,0,4,31,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
9,,Firozabad,,D (2),,,,AS (1) AC (1) S (1),,,,,,,,,,11,,11,,54,,...,,...,,2,,...,,PL (7),,ORDINARY,,False,12,1,4,32,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
9,,Firozabad,,FC (1),,,,AS (1) AC (1) S (1),,,,,,,,,,11,,11,,54,,...,,...,,2,,...,,PL (7),,ORDINARY,,False,12,2,4,33,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
9,,Firozabad,,†O (1),,232,,AS (1) AC (1) S (1),,,,,,,,,,11,,11,,54,,...,,...,,2,,...,,PL (7),,ORDINARY,,False,12,3,4,34,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
10,,Shamshabad,,H (1),,5,,,,,,,,,,,,2,,2,,1,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,13,0,3,35,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
10,,Shamshabad,,HC (1),,,,,,,,,,,,,,2,,2,,1,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,13,1,3,36,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
10,,Shamshabad,,FC (1),,2,,,,,,,,,,,,2,,2,,1,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,13,2,3,37,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
11,,Swamibagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Agra City Urban Agglomeration,False,14,0,1,38,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
12,,Tundla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Tundla Urban Agglomeration,False,15,0,1,39,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
13,,Tundla Rly. Colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Tundla Urban Agglomeration,False,16,0,1,40,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,H (1),,50,,,,,,,,,,,,4,,4,,13,,1,,...,,...,,1,,PL (3),,AGGREGATE,,False,17,0,3,41,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,D (1),,4,,,,,,,,,,,,4,,4,,13,,1,,...,,...,,1,,PL (3),,AGGREGATE,,False,17,1,3,42,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,,,FC (2),,,,,,,,,,,,,,4,,4,,13,,1,,...,,...,,1,,PL (3),,AGGREGATE,,False,17,2,3,43,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
